"","GO","evidence","gene"
"4777","GO:0006412","ISS","LOC105839637"
"4778","GO:0006432","ISS","LOC105840735"
"4779","GO:0035434","ISS","LOC105831964"
"4780","GO:0008152","ISS","LOC105827937"
"4781","GO:0015074","ISS","LOC105828862"
"4782","GO:0015992","ISS","LOC105828172"
"4783","GO:0046034","ISS","LOC105828172"
"4784","GO:0055114","ISS","LOC105829874"
"4785","GO:0006412","ISS","LOC105831603"
"4786","GO:0006412","ISS","LOC105835949"
"4787","GO:0006508","ISS","LOC105838159"
"4788","GO:0007608","ISS","LOC105831254"
"4789","GO:0006468","ISS","LOC105835222"
"4790","GO:0006468","ISS","LOC105835222"
"4791","GO:0045454","ISS","LOC105833293"
"4792","GO:0045454","ISS","LOC105833293"
"4793","GO:0006511","ISS","LOC105833585"
"4794","GO:0006511","ISS","LOC105833585"
"4795","GO:0055114","ISS","LOC105829068"
"4796","GO:0000413","ISS","LOC105838282"
"4797","GO:0006457","ISS","LOC105838282"
"4798","GO:0007015","ISS","LOC105834591"
"4799","GO:0007015","ISS","LOC105834591"
"4800","GO:0007015","ISS","LOC105834591"
"4801","GO:0055114","ISS","LOC105839490"
"4802","GO:0006777","ISS","LOC105828339"
"4803","GO:0007608","ISS","LOC105840469"
"4804","GO:0015074","ISS","LOC105828702"
"4805","GO:0008152","ISS","LOC105827923"
"4806","GO:0030001","ISS","LOC105829806"
"4807","GO:0055085","ISS","LOC105829806"
"4808","GO:0006508","ISS","LOC105835943"
"4809","GO:0016192","ISS","LOC105831301"
"4810","GO:0008152","ISS","LOC105835080"
"4811","GO:0007608","ISS","LOC105832828"
"4812","GO:0055114","ISS","LOC105840370"
"4813","GO:0007608","ISS","LOC105829946"
"4814","GO:0006352","ISS","LOC105840773"
"4815","GO:0009968","ISS","LOC105828766"
"4816","GO:0008152","ISS","LOC105828041"
"4817","GO:0006468","ISS","LOC105828168"
"4818","GO:0006508","ISS","LOC105832053"
"4819","GO:0055114","ISS","LOC105840493"
"4820","GO:0006412","ISS","LOC105831421"
"4821","GO:0006355","ISS","LOC105832844"
"4822","GO:0006412","ISS","LOC105835978"
"4823","GO:0006979","ISS","LOC105840496"
"4824","GO:0055114","ISS","LOC105840496"
"4825","GO:0055114","ISS","LOC105840496"
"4826","GO:0055114","ISS","LOC105827993"
"4827","GO:0006412","ISS","LOC105835691"
"4828","GO:0007608","ISS","LOC105835038"
"4829","GO:0030833","ISS","LOC105837086"
"4830","GO:0034314","ISS","LOC105837086"
"4831","GO:0006777","ISS","LOC105832423"
"4832","GO:0007155","ISS","LOC105828861"
"4833","GO:0042246","ISS","LOC105828861"
"4834","GO:0015074","ISS","LOC105833288"
"4835","GO:0006412","ISS","LOC105831410"
"4836","GO:0005976","ISS","LOC105840535"
"4837","GO:0005975","ISS","LOC105832431"
"4838","GO:0030259","ISS","LOC105832431"
"4839","GO:0055114","ISS","LOC105836718"
"4840","GO:0006355","ISS","LOC105830075"
"4841","GO:0007608","ISS","LOC105831793"
"4842","GO:0008152","ISS","LOC105827951"
"4843","GO:0009089","ISS","LOC105829818"
"4844","GO:0006508","ISS","LOC105830445"
"4845","GO:0006508","ISS","LOC105830445"
"4846","GO:0006508","ISS","LOC105832897"
"4847","GO:0008152","ISS","LOC105833283"
"4848","GO:0006508","ISS","LOC105836499"
"4849","GO:0055114","ISS","LOC105836822"
"4850","GO:0006298","ISS","LOC105837862"
"4851","GO:0006412","ISS","LOC105830315"
"4852","GO:0006412","ISS","LOC105830315"
"4853","GO:0055114","ISS","LOC105830543"
"4854","GO:0015986","ISS","LOC105834765"
"4855","GO:0050909","ISS","LOC105832280"
"4856","GO:0015991","ISS","LOC105828488"
"4857","GO:0007608","ISS","LOC105830109"
"4858","GO:0007264","ISS","LOC105837433"
"4859","GO:0015074","ISS","LOC105831689"
"4860","GO:0008299","ISS","LOC105828856"
"4861","GO:0015986","ISS","LOC105837683"
"4862","GO:0006313","ISS","LOC105840314"
"4863","GO:0006810","ISS","LOC105828002"
"4864","GO:0006412","ISS","LOC105829822"
"4865","GO:0006030","ISS","LOC105837426"
"4866","GO:0006355","ISS","LOC105827940"
"4867","GO:0006865","ISS","LOC105828006"
"4868","GO:0016226","ISS","LOC105828512"
"4869","GO:0055114","ISS","LOC105832410"
"4870","GO:0006412","ISS","LOC105828920"
"4871","GO:0009253","ISS","LOC105835677"
"4872","GO:0006470","ISS","LOC105839406"
"4873","GO:0055114","ISS","LOC105834592"
"4874","GO:0007608","ISS","LOC105839372"
"4875","GO:0006355","ISS","LOC105828005"
"4876","GO:0006412","ISS","LOC105837012"
"4877","GO:0006412","ISS","LOC105838734"
"4878","GO:0055085","ISS","LOC105840514"
"4879","GO:0055085","ISS","LOC105840514"
"4880","GO:0006412","ISS","LOC105840881"
"4881","GO:0006814","ISS","LOC105839253"
"4882","GO:0007050","ISS","LOC105838486"
"4883","GO:0007608","ISS","LOC105834285"
"4884","GO:0055114","ISS","LOC105835440"
"4885","GO:0007608","ISS","LOC105832025"
"4886","GO:0055114","ISS","LOC105838548"
"4887","GO:0006470","ISS","LOC105832625"
"4888","GO:0050909","ISS","LOC105830571"
"4889","GO:0006313","ISS","LOC105832043"
"4890","GO:0006508","ISS","LOC105840724"
"4891","GO:0007608","ISS","LOC105839773"
"4892","GO:0006508","ISS","LOC105835947"
"4893","GO:0006412","ISS","LOC105840363"
"4894","GO:0007067","ISS","LOC105830586"
"4895","GO:0006413","ISS","LOC105835673"
"4896","GO:0006950","ISS","LOC105840547"
"4897","GO:0050909","ISS","LOC105832291"
"4898","GO:0050909","ISS","LOC105835787"
"4899","GO:0007264","ISS","LOC105840874"
"4900","GO:0007608","ISS","LOC105834273"
"4901","GO:0000723","ISS","LOC105831473"
"4902","GO:0006281","ISS","LOC105831473"
"4903","GO:0007608","ISS","LOC105836119"
"4904","GO:0006835","ISS","LOC105827979"
"4905","GO:0006605","ISS","LOC105839006"
"4906","GO:0006886","ISS","LOC105839006"
"4907","GO:0006508","ISS","LOC105832317"
"4908","GO:0006508","ISS","LOC105832317"
"4909","GO:0006508","ISS","LOC105832317"
"4910","GO:0008152","ISS","LOC105828154"
"4911","GO:0050909","ISS","LOC105832090"
"4912","GO:0006888","ISS","LOC105832745"
"4913","GO:0006888","ISS","LOC105832745"
"4914","GO:0007608","ISS","LOC105838326"
"4915","GO:0008033","ISS","LOC105839409"
"4916","GO:0006359","ISS","LOC105834276"
"4917","GO:0006412","ISS","LOC105838246"
"4918","GO:0006508","ISS","LOC105830443"
"4919","GO:0006030","ISS","LOC105830103"
"4920","GO:0055114","ISS","LOC105839221"
"4921","GO:0007608","ISS","LOC105837574"
"4922","GO:0006508","ISS","LOC105831979"
"4923","GO:0007608","ISS","LOC105837573"
"4924","GO:0008152","ISS","LOC105828156"
"4925","GO:0007018","ISS","LOC105830539"
"4926","GO:0007018","ISS","LOC105830539"
"4927","GO:0006355","ISS","LOC105834650"
"4928","GO:0015991","ISS","LOC105839261"
"4929","GO:0008152","ISS","LOC105841143"
"4930","GO:0006888","ISS","LOC105833562"
"4931","GO:0006888","ISS","LOC105833562"
"4932","GO:0006508","ISS","LOC105836265"
"4933","GO:0006464","ISS","LOC105836440"
"4934","GO:0050909","ISS","LOC105835796"
"4935","GO:0055085","ISS","LOC105836329"
"4936","GO:0055085","ISS","LOC105836329"
"4937","GO:0006357","ISS","LOC105829195"
"4938","GO:0007608","ISS","LOC105837983"
"4939","GO:0008299","ISS","LOC105831936"
"4940","GO:0006511","ISS","LOC105840262"
"4941","GO:0055114","ISS","LOC105840783"
"4942","GO:0006355","ISS","LOC105827927"
"4943","GO:0007186","ISS","LOC105833000"
"4944","GO:0006355","ISS","LOC105831279"
"4945","GO:0008152","ISS","LOC105835848"
"4946","GO:0055114","ISS","LOC105835848"
"4947","GO:0006904","ISS","LOC105836705"
"4948","GO:0015031","ISS","LOC105836705"
"4949","GO:0009058","ISS","LOC105827953"
"4950","GO:0006030","ISS","LOC105828582"
"4951","GO:0006313","ISS","LOC105828272"
"4952","GO:0006457","ISS","LOC105828328"
"4953","GO:0006412","ISS","LOC105839054"
"4954","GO:0055114","ISS","LOC105830774"
"4955","GO:0006614","ISS","LOC105838108"
"4956","GO:0035556","ISS","LOC105828236"
"4957","GO:0016567","ISS","LOC105829877"
"4958","GO:0006508","ISS","LOC105831216"
"4959","GO:0006508","ISS","LOC105832318"
"4960","GO:0008152","ISS","LOC105837575"
"4961","GO:0007608","ISS","LOC105839776"
"4962","GO:0007608","ISS","LOC105831975"
"4963","GO:0007608","ISS","LOC105831975"
"4964","GO:0055114","ISS","LOC105839974"
"4965","GO:0035556","ISS","LOC105839962"
"4966","GO:0009231","ISS","LOC105832764"
"4967","GO:0006412","ISS","LOC105835252"
"4968","GO:0006508","ISS","LOC105837695"
"4969","GO:0055114","ISS","LOC105828072"
"4970","GO:0008152","ISS","LOC105839794"
"4971","GO:0045454","ISS","LOC105835579"
"4972","GO:0006351","ISS","LOC105831455"
"4973","GO:0006351","ISS","LOC105831455"
"4974","GO:0055114","ISS","LOC105839538"
"4975","GO:0015074","ISS","LOC105840543"
"4976","GO:0006412","ISS","LOC105831447"
"4977","GO:0055114","ISS","LOC105830544"
"4978","GO:0045454","ISS","LOC105830332"
"4979","GO:0006508","ISS","LOC105840946"
"4980","GO:0050909","ISS","LOC105831796"
"4981","GO:0000045","ISS","LOC105831271"
"4982","GO:0046080","ISS","LOC105831177"
"4983","GO:0007608","ISS","LOC105834272"
"4984","GO:0006412","ISS","LOC105835428"
"4985","GO:0007608","ISS","LOC105834286"
"4986","GO:0050909","ISS","LOC105836018"
"4987","GO:0006888","ISS","LOC105838657"
"4988","GO:0006508","ISS","LOC105832050"
"4989","GO:0006412","ISS","LOC105835672"
"4990","GO:0006412","ISS","LOC105830136"
"4991","GO:0050909","ISS","LOC105831799"
"4992","GO:0006412","ISS","LOC105839552"
"4993","GO:0055085","ISS","LOC105829701"
"4994","GO:0006313","ISS","LOC105840980"
"4995","GO:0007608","ISS","LOC105837570"
"4996","GO:0008152","ISS","LOC105827758"
"4997","GO:0050909","ISS","LOC105835630"
"4998","GO:0006413","ISS","LOC105829461"
"4999","GO:0006412","ISS","LOC105838411"
"5000","GO:0055114","ISS","LOC105831413"
"5001","GO:0045454","ISS","LOC105836812"
"5002","GO:0006810","ISS","LOC105838821"
"5003","GO:0006412","ISS","LOC105837743"
"5004","GO:0046854","ISS","LOC105840486"
"5005","GO:0006412","ISS","LOC105837669"
"5006","GO:0016192","ISS","LOC105839318"
"5007","GO:0050909","ISS","LOC105830575"
"5008","GO:0006357","ISS","LOC105835068"
"5009","GO:0035307","ISS","LOC105840190"
"5010","GO:0018149","ISS","LOC105830536"
"5011","GO:0006415","ISS","LOC105831659"
"5012","GO:0006412","ISS","LOC105836057"
"5013","GO:0005992","ISS","LOC105829868"
"5014","GO:0006351","ISS","LOC105838356"
"5015","GO:0015074","ISS","LOC105840412"
"5016","GO:0006729","ISS","LOC105838513"
"5017","GO:0006355","ISS","LOC105828071"
"5018","GO:0006801","ISS","LOC105836118"
"5019","GO:0055114","ISS","LOC105836118"
"5020","GO:0007608","ISS","LOC105837676"
"5021","GO:0007608","ISS","LOC105837814"
"5022","GO:0032784","ISS","LOC105840489"
"5023","GO:0032784","ISS","LOC105840489"
"5024","GO:0071816","ISS","LOC105833222"
"5025","GO:0006412","ISS","LOC105838476"
"5026","GO:0006814","ISS","LOC105833254"
"5027","GO:0055085","ISS","LOC105833254"
"5028","GO:0006810","ISS","LOC105827971"
"5029","GO:0000723","ISS","LOC105840278"
"5030","GO:0006281","ISS","LOC105840278"
"5031","GO:0055114","ISS","LOC105830628"
"5032","GO:0006030","ISS","LOC105828575"
"5033","GO:0050909","ISS","LOC105840367"
"5034","GO:0006508","ISS","LOC105829683"
"5035","GO:0007608","ISS","LOC105830179"
"5036","GO:0006464","ISS","LOC105827995"
"5037","GO:0006355","ISS","LOC105836343"
"5038","GO:0007608","ISS","LOC105839477"
"5039","GO:0006412","ISS","LOC105836827"
"5040","GO:0006508","ISS","LOC105832046"
"5041","GO:0007608","ISS","LOC105832533"
"5042","GO:0007018","ISS","LOC105837763"
"5043","GO:0007608","ISS","LOC105836916"
"5044","GO:0006352","ISS","LOC105830472"
"5045","GO:0055114","ISS","LOC105831831"
"5046","GO:0006096","ISS","LOC105832994"
"5047","GO:0034220","ISS","LOC105839398"
"5048","GO:0006308","ISS","LOC105840490"
"5049","GO:0006810","ISS","LOC105833750"
"5050","GO:0050909","ISS","LOC105834681"
"5051","GO:0006412","ISS","LOC105834786"
"5052","GO:0006351","ISS","LOC105838375"
"5053","GO:0006457","ISS","LOC105836973"
"5054","GO:0006814","ISS","LOC105828245"
"5055","GO:0009231","ISS","LOC105829776"
"5056","GO:0032981","ISS","LOC105838276"
"5057","GO:0032006","ISS","LOC105828381"
"5058","GO:0055114","ISS","LOC105840310"
"5059","GO:0006289","ISS","LOC105833736"
"5060","GO:0006355","ISS","LOC105833736"
"5061","GO:0055114","ISS","LOC105836079"
"5062","GO:0006412","ISS","LOC105832376"
"5063","GO:0050909","ISS","LOC105836010"
"5064","GO:0006470","ISS","LOC105829066"
"5065","GO:0006366","ISS","LOC105830618"
"5066","GO:0015074","ISS","LOC105828425"
"5067","GO:0009058","ISS","LOC105833346"
"5068","GO:0055114","ISS","LOC105830022"
"5069","GO:0015074","ISS","LOC105833313"
"5070","GO:0035434","ISS","LOC105830009"
"5071","GO:0007608","ISS","LOC105832827"
"5072","GO:0006412","ISS","LOC105838342"
"5073","GO:0006412","ISS","LOC105831161"
"5074","GO:0006412","ISS","LOC105828024"
"5075","GO:0006457","ISS","LOC105840297"
"5076","GO:0007608","ISS","LOC105833834"
"5077","GO:0006814","ISS","LOC105840271"
"5078","GO:0055085","ISS","LOC105840271"
"5079","GO:0006850","ISS","LOC105834997"
"5080","GO:0007608","ISS","LOC105833816"
"5081","GO:0007608","ISS","LOC105833159"
"5082","GO:0006457","ISS","LOC105835534"
"5083","GO:0006814","ISS","LOC105832125"
"5084","GO:0071973","ISS","LOC105829418"
"5085","GO:0007608","ISS","LOC105840670"
"5086","GO:0008299","ISS","LOC105835223"
"5087","GO:0007608","ISS","LOC105827967"
"5088","GO:0006412","ISS","LOC105829897"
"5089","GO:0055114","ISS","LOC105839315"
"5090","GO:0006412","ISS","LOC105838850"
"5091","GO:0045454","ISS","LOC105827990"
"5092","GO:0006413","ISS","LOC105836621"
"5093","GO:0006367","ISS","LOC105840090"
"5094","GO:0006367","ISS","LOC105840090"
"5095","GO:0006281","ISS","LOC105831432"
"5096","GO:0016192","ISS","LOC105834962"
"5097","GO:0016042","ISS","LOC105839522"
"5098","GO:0006412","ISS","LOC105827998"
"5099","GO:0006633","ISS","LOC105831928"
"5100","GO:0000723","ISS","LOC105840365"
"5101","GO:0006281","ISS","LOC105840365"
"5102","GO:0055114","ISS","LOC105830021"
"5103","GO:0006413","ISS","LOC105834038"
"5104","GO:0006412","ISS","LOC105828105"
"5105","GO:0006412","ISS","LOC105838559"
"5106","GO:0006508","ISS","LOC105834175"
"5107","GO:0000245","ISS","LOC105832964"
"5108","GO:0019478","ISS","LOC105831596"
"5109","GO:0006351","ISS","LOC105837178"
"5110","GO:0007049","ISS","LOC105837178"
"5111","GO:0007186","ISS","LOC105830006"
"5112","GO:0006412","ISS","LOC105835157"
"5113","GO:0050909","ISS","LOC105831631"
"5114","GO:0006412","ISS","LOC105832061"
"5115","GO:0034453","ISS","LOC105838357"
"5116","GO:0050909","ISS","LOC105832089"
"5117","GO:0045454","ISS","LOC105829809"
"5118","GO:0006357","ISS","LOC105838897"
"5119","GO:0006355","ISS","LOC105833568"
"5120","GO:0007021","ISS","LOC105839631"
"5121","GO:0006357","ISS","LOC105839875"
"5122","GO:0006457","ISS","LOC105835999"
"5123","GO:0006412","ISS","LOC105831098"
"5124","GO:0006412","ISS","LOC105838419"
"5125","GO:0008615","ISS","LOC105828018"
"5126","GO:0007608","ISS","LOC105831249"
"5127","GO:0050909","ISS","LOC105841059"
"5128","GO:0006457","ISS","LOC105833249"
"5129","GO:0006120","ISS","LOC105839456"
"5130","GO:0006808","ISS","LOC105840527"
"5131","GO:0007264","ISS","LOC105834289"
"5132","GO:0006412","ISS","LOC105829821"
"5133","GO:0050909","ISS","LOC105831358"
"5134","GO:0055114","ISS","LOC105830098"
"5135","GO:0016192","ISS","LOC105838556"
"5136","GO:0050909","ISS","LOC105830542"
"5137","GO:0007017","ISS","LOC105838289"
"5138","GO:0006313","ISS","LOC105837248"
"5139","GO:0006221","ISS","LOC105828264"
"5140","GO:0007049","ISS","LOC105828264"
"5141","GO:0045747","ISS","LOC105828264"
"5142","GO:0007608","ISS","LOC105840462"
"5143","GO:0006281","ISS","LOC105827935"
"5144","GO:0006313","ISS","LOC105828257"
"5145","GO:0006030","ISS","LOC105828523"
"5146","GO:0006486","ISS","LOC105835097"
"5147","GO:0007608","ISS","LOC105836194"
"5148","GO:0045947","ISS","LOC105833611"
"5149","GO:0006313","ISS","LOC105840757"
"5150","GO:0055114","ISS","LOC105840914"
"5151","GO:0007608","ISS","LOC105839790"
"5152","GO:0006412","ISS","LOC105840311"
"5153","GO:0001522","ISS","LOC105828618"
"5154","GO:0042254","ISS","LOC105828618"
"5155","GO:0055114","ISS","LOC105839822"
"5156","GO:0045454","ISS","LOC105839822"
"5157","GO:0000160","ISS","LOC105840533"
"5158","GO:0055114","ISS","LOC105841006"
"5159","GO:0050909","ISS","LOC105830572"
"5160","GO:0050909","ISS","LOC105832286"
"5161","GO:0022904","ISS","LOC105833923"
"5162","GO:0010038","ISS","LOC105837566"
"5163","GO:0006412","ISS","LOC105840541"
"5164","GO:0006412","ISS","LOC105829391"
"5165","GO:0050909","ISS","LOC105827834"
"5166","GO:0007608","ISS","LOC105838265"
"5167","GO:0006351","ISS","LOC105835191"
"5168","GO:0006412","ISS","LOC105839524"
"5169","GO:0006811","ISS","LOC105833053"
"5170","GO:0006355","ISS","LOC105832729"
"5171","GO:0050909","ISS","LOC105829725"
"5172","GO:0006355","ISS","LOC105830362"
"5173","GO:0055114","ISS","LOC105834062"
"5174","GO:0007608","ISS","LOC105838153"
"5175","GO:0006508","ISS","LOC105840223"
"5176","GO:0008152","ISS","LOC105828535"
"5177","GO:0006850","ISS","LOC105831245"
"5178","GO:0007608","ISS","LOC105831250"
"5179","GO:0045454","ISS","LOC105838377"
"5180","GO:0050909","ISS","LOC105830576"
"5181","GO:0006469","ISS","LOC105833469"
"5182","GO:0006629","ISS","LOC105833919"
"5183","GO:0006850","ISS","LOC105834933"
"5184","GO:0007608","ISS","LOC105838263"
"5185","GO:0045454","ISS","LOC105830643"
"5186","GO:0055114","ISS","LOC105840806"
"5187","GO:0005975","ISS","LOC105828183"
"5188","GO:0055114","ISS","LOC105838125"
"5189","GO:0008152","ISS","LOC105834561"
"5190","GO:0055114","ISS","LOC105834561"
"5191","GO:0006355","ISS","LOC105833707"
"5192","GO:0006810","ISS","LOC105839767"
"5193","GO:0008299","ISS","LOC105836108"
"5194","GO:0050909","ISS","LOC105840992"
"5195","GO:0006351","ISS","LOC105835853"
"5196","GO:0034227","ISS","LOC105834456"
"5197","GO:0006850","ISS","LOC105837667"
"5198","GO:0006281","ISS","LOC105835879"
"5199","GO:0006310","ISS","LOC105835879"
"5200","GO:0050909","ISS","LOC105835885"
"5201","GO:0007608","ISS","LOC105838769"
"5202","GO:0015986","ISS","LOC105836857"
"5203","GO:0007017","ISS","LOC105837537"
"5204","GO:0007608","ISS","LOC105828995"
"5205","GO:0055114","ISS","LOC105836146"
"5206","GO:0006351","ISS","LOC105829129"
"5207","GO:0007034","ISS","LOC105834014"
"5208","GO:0007608","ISS","LOC105834995"
"5209","GO:0006412","ISS","LOC105829823"
"5210","GO:0007608","ISS","LOC105835751"
"5211","GO:0007608","ISS","LOC105832817"
"5212","GO:0006412","ISS","LOC105836259"
"5213","GO:0007608","ISS","LOC105829051"
"5214","GO:0055114","ISS","LOC105840394"
"5215","GO:0055114","ISS","LOC105829736"
"5216","GO:0006334","ISS","LOC105829765"
"5217","GO:0006614","ISS","LOC105836236"
"5218","GO:0006412","ISS","LOC105834393"
"5219","GO:0050909","ISS","LOC105829727"
"5220","GO:0032324","ISS","LOC105836710"
"5221","GO:0007608","ISS","LOC105839470"
"5222","GO:0048598","ISS","LOC105831201"
"5223","GO:0006334","ISS","LOC105840289"
"5224","GO:0050909","ISS","LOC105829729"
"5225","GO:0015074","ISS","LOC105828357"
"5226","GO:0006465","ISS","LOC105839606"
"5227","GO:0006412","ISS","LOC105831995"
"5228","GO:0007608","ISS","LOC105832130"
"5229","GO:0007264","ISS","LOC105833902"
"5230","GO:0055114","ISS","LOC105829785"
"5231","GO:0007049","ISS","LOC105828197"
"5232","GO:0050909","ISS","LOC105830685"
"5233","GO:0015074","ISS","LOC105840312"
"5234","GO:0055114","ISS","LOC105840832"
"5235","GO:0006468","ISS","LOC105840869"
"5236","GO:0055114","ISS","LOC105829886"
"5237","GO:0015986","ISS","LOC105837879"
"5238","GO:0007608","ISS","LOC105830250"
"5239","GO:0050909","ISS","LOC105828282"
"5240","GO:0006412","ISS","LOC105840037"
"5241","GO:0015074","ISS","LOC105840876"
"5242","GO:0006412","ISS","LOC105832454"
"5243","GO:0006508","ISS","LOC105834244"
"5244","GO:0007608","ISS","LOC105835040"
"5245","GO:0042773","ISS","LOC105837189"
"5246","GO:0055114","ISS","LOC105835369"
"5247","GO:0006260","ISS","LOC105835117"
"5248","GO:0006281","ISS","LOC105835117"
"5249","GO:0006310","ISS","LOC105835117"
"5250","GO:0022900","ISS","LOC105836953"
"5251","GO:0007264","ISS","LOC105836757"
"5252","GO:0007608","ISS","LOC105839775"
"5253","GO:0006030","ISS","LOC105831538"
"5254","GO:0015074","ISS","LOC105840381"
"5255","GO:0006633","ISS","LOC105834131"
"5256","GO:0050909","ISS","LOC105836034"
"5257","GO:0006508","ISS","LOC105841032"
"5258","GO:0055114","ISS","LOC105839474"
"5259","GO:0006355","ISS","LOC105830593"
"5260","GO:0007608","ISS","LOC105828805"
"5261","GO:0007608","ISS","LOC105832038"
"5262","GO:0016192","ISS","LOC105838557"
"5263","GO:0007608","ISS","LOC105830361"
"5264","GO:0008033","ISS","LOC105835941"
"5265","GO:0007608","ISS","LOC105832875"
"5266","GO:0045892","ISS","LOC105837542"
